title,localisation,price,type_annonce,ad_id,description,url_annonce
"wallpapering £40 per roll, Painting & decorating, flooring & tiling specialists.",London,,Services,1313388193.0,"We pour our hearts into your work(call, text or WhatsApp us.) On 0 7 784 786984

Wallpapering from £40 per roll (contact us)
Tiling (contact us)

Painting and Decorating ( contact us)

Laminate flooring (contact us)
Strip off and regrout & seal (contact us)
Wall hole Filling (contact us)

A family run business with over 15 years’ experience in Wallpapering, flooring, painting, decorating & tiling.

We do all the works of the wallpaper hanging for our clients. We have a bunch of experts who have taken specialised training on wallpaper hanging. We also have experience of many years when it comes to hanging wallpaper. In fact, we consider it our speciality.

We cover London & surrounding areas. Our successfully completed contracts include house painting, schools, commercial, domestic and all types of residential properties. We offer a high standard of work every time. We promise an on-time completion for every project we undertake.

We offer a free quot. We have built our excellent reputation through high quality workmanship, high standards and clear, concise communications.

Client care, satisfaction, reliability and being trustworthy is our service ethos and we ensure our service adheres to these core values as our basis for each project we are working on from small domestic projects to large commercial contracts.

If your in need of painting & decorating specialists please contact us to arrange a free no obligation estimate.

Most quotes can be done over the phone (no visit necessary).

(call, text or WhatsApp us.

Check some of our work on our Instagram page: hmlpaint",https://www.gumtree.com/p/painting-decorating-services/wallpapering-%C2%A340-per-roll-painting-decorating-flooring-tiling-specialists./1313388193
"★★★★★FROM £30 MAN AND VAN,7.5 TONNE TRUCK,REMOVALS,MOVING VAN,MOVER/DELIVERY/RUBBISH/WASTE/CLEARANCE","High Wycombe, Buckinghamshire",,Services,1489891467.0,"****24/7 Man and a Van Removal Services***

☎️ ☎️** CALL US ANYTIME ON ☎️ ☎️ 𝟎𝟕𝟒𝟎𝟒𝟖𝟎𝟐𝟗𝟑𝟎 ☎️ ,,,,, ☎️ 07 833 290 176
☎️
★★★★★No Hidden Charges

Big Luton van with tail lift

and all sizes vans available AND 7.5 TONNE TRUCK

FROM £ 30/HR

EXTRA MENS HELPERS AVAILABLE ON REQUESTS

We are friendly, hard working, honest, reliable, and dedicate ourselves to serving our customers. Our vans are spacious, clean, and above all impeccably well maintained to ensure that we deliver an excellent service.

Any kind of Removals or Deliveries to all over the UK AND EUROPE

1. Homes/Flat/Office Removal LUTON VAN OR 7.5 TONNE TRUCK

2. Single Item Moves

3. Multi Drop

4. ebay IKEA Home Base (for collection just give us your order number & leave the rest to us)

5. Motor Bike Delivery

6. Storage Facility Collection and Delivery

7. Cargo Removal

8. Last Minute Removal

9. Business removal

10. Cleaning after agreement is finish
.
11. Student Move

12. Same day Delivery or Collection

13. Rubbish Clearance

14. Loading / Off Loading Service

15. CRB Checked Drivers

16. handyman service, anything dismantling or assembling,tv bracket,curtains,flat pack assembly,mirrors hang on wall,filling holes in walls,

17. END OF TENANCY CLEAN, CARPET CLEAN,UPHOLSTERY CLEAN,DEEP CLEAN WITH FULLY PROFESSIONAL SERVICE WITH LESS COST

Our vans are equipped with trolleys and plenty of blankets to protect your fragile items.and uptodate sat nav

****We are happy to beat any reasonable quote

*****RELIABLE,AFFORDABLE,SECURE

ALL BOOKING FOR MINIMUM 2 HOURS...

OUR TRAINED STAFF WILL TAKE ALL THE STRESS OUT OF MOVING HOUSE, FLAT OR OFFICE AND ENSURE YOUR MOVE IS AS HASSLE-FREE AND SAFE AS POSSIBLE

WE BELEIVE IN GOOD COMMUNICATION WITH CUSTOMER SERVICE


☎️**** CALL US ANYTIME ON ☎️ 07 404 802 930 ☎️ ,,,,, ☎️ 07 833 290 176",https://www.gumtree.com/p/removal-services/-from-%C2%A330-man-and-van-7.5-tonne-truck-removals-moving-van-mover-delivery-rubbish-waste-clearance/1489891467
LAST MINUTE VAN & MAN HOUSE REMOVALS SERVICE ROOM/ FLAT MOVERS- MOVING & SHIFTING LUTON TRUCK HIRE,London,,Services,1432742613.0,"Call/Text ☎️ (07539–468-767)☎️(07404–485-494)
For 24-hour WhatsApp chat click below,

https://wa.link/ba8qvq

We offer the highest quality, lowest cost service on Gumtree. We are here to serve you 24/7.

We won't be beaten on quality and price, our reputation speaks for itself.

Gumtree's most affordable man and van service!

We are friendly, hard-working, honest, reliable, and dedicated to serving our customers. Our vans are spacious, clean, and impeccably well-maintained to ensure that we deliver excellent service.

Services offered:

We offer a large set of services to our valued customers; we have listed our main services below:

• Removals - house, flat, office, student moves

• Deliveries & collections

We also offer bike recovery and transportation services at low prices.

• house clearance, Office clearance, Garage clearance, waste removal, junk removal

Store pick-ups (IKEA, Homebase, etc)

• 24 X 7 Service

• Contract jobs

• Last minute bookings

• CRB Checked Drivers

We Cover:

Our base is in London, but that doesn't stop us from covering all areas throughout the UK.

• London (All Areas)

• UK/Nationwide

Equipment:

We come well-prepared and have invested in equipment to allow us to move your belongings efficiently, and safely.

• Heavy-duty trolley

• Removal blankets

• State-of-the-art SatNav

Prices:

Our prices are incredibly competitive and we won't be beaten on price, we offer a price match promise in the unlikely instances in which you find a more competitive quote for the same services.

FROM £40 TO £120 PER HOUR DEPENDING ON THE REQUIREMENT

ALL BOOKINGS FOR A MINIMUM OF 2 HOURS...

CONGESTION CHARGES SHALL BE PAYABLE BY CUSTOMERS IF THEY GO TO THE CONGESTION CHARGE AREA.

Call/WhatsApp Hassan—(07539-468767)—0R -- (07404-485494)",https://www.gumtree.com/p/removal-services/last-minute-van-man-house-removals-service-room-flat-movers-moving-shifting-luton-truck-hire/1432742613
🚚MAN & VAN HOUSE REMOVAL LUTON TRUCK MOVING and HIRE SOFA BED FRIDGE DELIVERY SERVICE WITH A DRIVER,London,,Services,1432712022.0,"Call or WhatApp ☎️ (07539–468-767)☎️

We offer the highest quality, lowest cost service on Gumtree. We are here to serve you 24/7.
We won't be beaten on quality and price; our reputation speaks for itself.
Gumtree's most affordable man and van service!
We are friendly, hard-working, honest, reliable, and dedicated to serving our customers. Our vans are spacious, clean, and impeccably well-maintained to ensure that we deliver an excellent service.

Services offered:
We offer a large set of services to our valued customers; we have listed our main services below:
• Removals - house, flat, office, student moves
• Deliveries & collections
We also offer bike recovery and transportation services at very low prices.
• house clearance, Office clearance, Garage clearance, waste removal, junk removal
Store pick-ups (IKEA, Homebase, etc)
• 24 X 7 Service
• Contract jobs
• Last minute bookings
• CRB Checked Drivers

We Cover:
Our base is in London, but that doesn't stop us from covering all areas throughout the UK.
• London (All Areas)
• UK/Nationwide

Equipment:
We come well-prepared and have invested in equipment to allow us to move your belongings efficiently, and safely.
• Heavy-duty trolley
• Removal blankets
• State-of-the-art SatNav

Prices:
Our prices are incredibly competitive and we won't be beaten on price, we offer a price match promise in the unlikely instances in which you find a more competitive quote for the same services.
FROM £40 TO £120 PER HOUR DEPENDING ON THE REQUIREMENT
ALL BOOKING FOR MINIMUM 2 HOURS...

CONGESTION CHARGES SHALL BE PAYABLE BY CUSTOMERS IF THEY GO TO THE CONGESTION CHARGE AREA.

Call or WhatsApp
(07539–468-767)",https://www.gumtree.com/p/removal-services/-man-van-house-removal-luton-truck-moving-and-hire-sofa-bed-fridge-delivery-service-with-a-driver/1432712022
Relaxing massage by Indian women,"Sandwell, West Midlands",,Services,1475853462.0,a place to come and unwind release all the unwanted tension and stress leaving here will make you feel fresh and rejuvenated and feeling happy all massages are conducted by,https://www.gumtree.com/p/swedish-massage-services/relaxing-massage-by-indian-women-/1475853462
CHEAP HOUSE REMOVALS SERVICE OFFICE MOVERS- MAN & BIG MOVING LUTON VAN TRUCK HIRE PICK UP & DELIVERY,London,,Services,1432741599.0,"Call/Text ☎️ (07539–468-767)☎️(07404–485-494)
For 24-hour WhatsApp chat click below,

https://wa.link/ba8qvq

We offer the highest quality, lowest cost service on Gumtree. We are here to serve you 24/7.

We won't be beaten on quality and price, our reputation speaks for itself.

Gumtree's most affordable man and van service!

We are friendly, hard-working, honest, reliable, and dedicated to serving our customers. Our vans are spacious, clean, and impeccably well-maintained to ensure that we deliver excellent service.

Services offered:

We offer a large set of services to our valued customers; we have listed our main services below:

• Removals - house, flat, office, student moves

• Deliveries & collections

We also offer bike recovery and transportation services at low prices.

• house clearance, Office clearance, Garage clearance, waste removal, junk removal

Store pick-ups (IKEA, Homebase, etc)

• 24 X 7 Service

• Contract jobs

• Last minute bookings

• CRB Checked Drivers

We Cover:

Our base is in London, but that doesn't stop us from covering all areas throughout the UK.

• London (All Areas)

• UK/Nationwide

Equipment:

We come well-prepared and have invested in equipment to allow us to move your belongings efficiently, and safely.

• Heavy-duty trolley

• Removal blankets

• State-of-the-art SatNav

Prices:

Our prices are incredibly competitive and we won't be beaten on price, we offer a price match promise in the unlikely instances in which you find a more competitive quote for the same services.

FROM £40 TO £120 PER HOUR DEPENDING ON THE REQUIREMENT

ALL BOOKINGS FOR A MINIMUM OF 2 HOURS...

CONGESTION CHARGES SHALL BE PAYABLE BY CUSTOMERS IF THEY GO TO THE CONGESTION CHARGE AREA.

Call/WhatsApp Hassan—(07539-468767)—0R -- (07404-485494)",https://www.gumtree.com/p/removal-services/cheap-house-removals-service-office-movers-man-big-moving-luton-van-truck-hire-pick-up-delivery/1432741599
🚚MAN & VAN HOUSE REMOVAL LUTON TRUCK MOVING and HIRE SOFA BED FRIDGE DELIVERY SERVICE WITH A DRIVER,London,,Services,1432712588.0,"Call WhatApp ☎️ (07539–468-767)☎️ (07404–485-494)

We offer the highest quality, lowest cost service on Gumtree. We are here to serve you 24/7.
We won't be beaten on quality and price; our reputation speaks for itself.
Gumtree's most affordable man and van service!
We are friendly, hard-working, honest, reliable, and dedicated to serving our customers. Our vans are spacious, clean, and impeccably well-maintained to ensure that we deliver an excellent service.

Services offered:
We offer a large set of services to our valued customers; we have listed our main services below:
• Removals - house, flat, office, student moves
• Deliveries & collections
We also offer bike recovery and transportation services at very low prices.
• house clearance, Office clearance, Garage clearance, waste removal, junk removal
Store pick-ups (IKEA, Homebase, etc)
• 24 X 7 Service
• Contract jobs
• Last minute bookings
• CRB Checked Drivers

We Cover:
Our base is in London, but that doesn't stop us from covering all areas throughout the UK.
• London (All Areas)
• UK/Nationwide

Equipment:
We come well-prepared and have invested in equipment to allow us to move your belongings efficiently, and safely.
• Heavy-duty trolley
• Removal blankets
• State-of-the-art SatNav

Prices:
Our prices are incredibly competitive and we won't be beaten on price, we offer a price match promise in the unlikely instances in which you find a more competitive quote for the same services.
FROM £40 TO £120 PER HOUR DEPENDING ON THE REQUIREMENT
ALL BOOKING FOR MINIMUM 2 HOURS...

CONGESTION CHARGES SHALL BE PAYABLE BY CUSTOMERS IF THEY GO TO THE CONGESTION CHARGE AREA.

Call or WhatsApp --
(07539–468-767)
Or
(07404–485-494)",https://www.gumtree.com/p/removal-services/-man-van-house-removal-luton-truck-moving-and-hire-sofa-bed-fridge-delivery-service-with-a-driver/1432712588
"★★★★★FROM £30 MAN AND VAN,7.5 TONNE TRUCK,REMOVALS,MOVING VAN,MOVER/DELIVERY/RUBBISH/WASTE/CLEARANCE","Windsor, Berkshire",,Services,1489891172.0,"****24/7 Man and a Van Removal Services***

☎️ ☎️** CALL US ANYTIME ON ☎️ ☎️ 𝟎𝟕𝟒𝟎𝟒𝟖𝟎𝟐𝟗𝟑𝟎 ☎️ ,,,,, ☎️ 07 833 290 176
☎️
★★★★★No Hidden Charges

Big Luton van with tail lift

and all sizes vans available AND 7.5 TONNE TRUCK

FROM £ 30/HR

EXTRA MENS HELPERS AVAILABLE ON REQUESTS

We are friendly, hard working, honest, reliable, and dedicate ourselves to serving our customers. Our vans are spacious, clean, and above all impeccably well maintained to ensure that we deliver an excellent service.

Any kind of Removals or Deliveries to all over the UK AND EUROPE

1. Homes/Flat/Office Removal LUTON VAN OR 7.5 TONNE TRUCK

2. Single Item Moves

3. Multi Drop

4. ebay IKEA Home Base (for collection just give us your order number & leave the rest to us)

5. Motor Bike Delivery

6. Storage Facility Collection and Delivery

7. Cargo Removal

8. Last Minute Removal

9. Business removal

10. Cleaning after agreement is finish
.
11. Student Move

12. Same day Delivery or Collection

13. Rubbish Clearance

14. Loading / Off Loading Service

15. CRB Checked Drivers

16. handyman service, anything dismantling or assembling,tv bracket,curtains,flat pack assembly,mirrors hang on wall,filling holes in walls,

17. END OF TENANCY CLEAN, CARPET CLEAN,UPHOLSTERY CLEAN,DEEP CLEAN WITH FULLY PROFESSIONAL SERVICE WITH LESS COST

Our vans are equipped with trolleys and plenty of blankets to protect your fragile items.and uptodate sat nav

****We are happy to beat any reasonable quote

*****RELIABLE,AFFORDABLE,SECURE

ALL BOOKING FOR MINIMUM 2 HOURS...

OUR TRAINED STAFF WILL TAKE ALL THE STRESS OUT OF MOVING HOUSE, FLAT OR OFFICE AND ENSURE YOUR MOVE IS AS HASSLE-FREE AND SAFE AS POSSIBLE

WE BELEIVE IN GOOD COMMUNICATION WITH CUSTOMER SERVICE


☎️**** CALL US ANYTIME ON ☎️ 07 404 802 930 ☎️ ,,,,, ☎️ 07 833 290 176",https://www.gumtree.com/p/removal-services/-from-%C2%A330-man-and-van-7.5-tonne-truck-removals-moving-van-mover-delivery-rubbish-waste-clearance/1489891172
"CV Writing Leeds, CV Writer Leeds, CV Service Leeds, Professional CV Writing Leeds",Leeds,,Services,1281375479.0,"Alex 07919-852063. Professional CV Writing & Professional Covering Letters

Our team provide very high quality CVs that focus on your individual skills, sector, expertise and potential. Each CV is tailored and will be emailed in Microsoft word and PDF.

Contacting Us - We’re more than happy to discuss your particular CV requirements on the phone and email. Don't hesitate to get in touch if you have any questions, or need any help, as we're available 7 days a week (and evenings).

Our Background - For more than 15 years we've helped people from all industries, occupations, sectors, professions and academic studies (all disciplines) with CVs.

Website - As a team of professional CV writers, on our website you will find more information about our CV writing services as well as a huge amount of very happy customer testimonials from people that we have helped. A very large number have got interviews and jobs over the years because of our CV writing expertise.

CV Samples - We have a portfolio of work available, and any style of CV can be customised to suit you. We provide all the modern, business styles of CVs, as well as the more colourful layouts as well.

Free CV Review - If you have a CV, email it across as we also provide a “Free CV Review and Assessment.” Our team will evaluate your CV, and provide feedback on the quality, content, format etc, and where it is lacking depth, strength and keywords etc.

The Process - Once the CV has been thoroughly reviewed, we will know exactly what your particular CV needs. Then we will email the feedback and clearly explain what your CV requires, and will be able to confirm the cost and timescales to complete the CV (average 1-2 days, and a quicker, same day service is available).

Assurance - You have our professional and personal assurance that we will put every effort into your CV as we want people to do well, achieve their goals, and get where they want to be. More than 50% of our enquiries come from existing customers.

Our Certifications - In terms of our CV/Resume writing certifications, we hold the PARWCC - Member of the professional association of CV/Resume Writers and Career Coaches.

As part of our CV writing service, we focus heavily on:

- A professional CV outlook that clearly illustrates your career aims, key skills, strengths, achievements and objectives
- Compelling CV presentation, format and structure that make the important information stand out to get you noticed
- Generic CVs (to apply for any job) or tailoring CVs to reflect specific industries, jobs, vacancies or requirements
- Perfect comprehension, spelling, grammar and punctuation with a punchy writing style that will keep readers interested
- All CVs emailed in fully editable Ms Word and PDF format versions with unlimited revisions included

CV prices start from only £20.
Contact us by phone, email, text, WhatsApp.",https://www.gumtree.com/p/other-miscellaneous-services/cv-writing-leeds-cv-writer-leeds-cv-service-leeds-professional-cv-writing-leeds/1281375479
"CV Writing Hull, CV Writer Hull, CV Service Hull, Professional CV Writing Hull","Hull, East Yorkshire",,Services,1140841461.0,"Alex 07919-852063. We help people 7 days a week with their CVs that are located all over the UK, Europe and worldwide. It's exactly the same service if you were next door or thousands of miles away.

When applying for a new job, first impressions are everything. A professional CV is vital. With our 20+ years’ experience in professional CV writing, we can ensure your skills and experience stand out from the crowd, and your true potential and expertise is professionally detailed on the CV.

As a small team of UK based native English professional CV writers, our CV writing style of highlighting previous roles and achievements in a succinct manner, has led to a huge number of people securing interviews, and new jobs.

If you have a CV, email it to us for a free CV review. We'll give feedback on where we can provide new content, skills, depth and quality. Also, we’ll be able to tell where your current CV is lacking strength. Don’t have a CV ? That’s fine. Contact us, and we’ll let you know what information is required.

The finished CV will be emailed to you in Microsoft Word and also as an Adobe PDF file.

The Process; If you already have a CV, email it to us first so we can read over your current document.

Don't have a CV or need a new one from scratch? We need a basic outline of the facts.

Would you like a conversation about your specific CV writing requirements? Absolutely fine. We're happy to talk (at no extra charge) at a convenient time to suit you.

Please bear in mind, we are a team of full time professional CV & Resume writers. We are not people working in completely different jobs during the day, that do a couple of poor quality CVs as a sideline in the evenings.

If you have any questions regarding our CV writing services, please get in touch you would like to discuss your specific requirements in more detail.

We have a CV writing website with hundreds and hundreds of great customer reviews.",https://www.gumtree.com/p/other-miscellaneous-services/cv-writing-hull-cv-writer-hull-cv-service-hull-professional-cv-writing-hull/1140841461
"CV Writing Edinburgh, CV Writer Edinburgh, CV Service Edinburgh, Professional CV Writing Edinburgh",Edinburgh,,Services,1182744488.0,"Alex 07919-852063. Professional CV Writing Service, CV Editing & Updating.
My CV writing services are available for people anywhere in the UK, Europe & Worldwide. Contact me now as I write CVs every day and have done for the last 14+ years. Urgent CV writing enquiries are welcome if you need a CV at short notice. My CV writing website is available with 880+ excellent testimonials.

Do you need a CV ? Are you happy with your job & prospects ? Is your CV strong enough ? Does your CV represent who you are & what you’ve done ? If not, I can definitely help.

Full-time native English CV writer. Specialist at re-writing, updating, amending, adjusting and tailoring existing CVs and creating new CVs from scratch. Wealth of experience creating general CVs & CVs for specific industries, adverts, companies and job descriptions etc.

CVs are finished in 1-2 days (offer a quicker service if you need the CV at short notice).
Professional CV writing prices start at £20. The cost can be determined from the CV review.
Finished CVs will be emailed in Microsoft Word & Adobe PDF.
Discounted packages available for CVs, covering letters & LinkedIn profiles.

I cater for all types of work. Since 2008, I have created an astronomical number of professional CVs for people in all sectors, industries, trades, professions & occupations (and at all levels).

FREE CV review ? If you have a CV, email it to me first so I can go over it. Once I can see & understand the work, then I can confirm the cost based on your particular requirements.

Any questions ? Please contact me by phone, email, text / WhatsApp. I am available 7 days a week (8am-9pm).",https://www.gumtree.com/p/other-miscellaneous-services/cv-writing-edinburgh-cv-writer-edinburgh-cv-service-edinburgh-professional-cv-writing-edinburgh/1182744488
relaxing massage selby,"Selby, North Yorkshire",,Services,1489889503.0,"Welcome to Healing Hands Therapy

Authentic Chinese Massage
Enjoy a nice relaxing atmosphere while we massage all those aches and pains away!

After a stressful day there’s no better way to relax and revitalize your body than enjoying a full body authentic Chinese massage

Full Body Massage
30 Minutes - £30
1 Hour - £45
90 Minutes- £75

Free Parking Nearby

Shower Facilities with Fresh Towels Available

Both Men and Women Welcome

This is not a sexual service

OPEN MON - Sun
9am - 9pm

Call now to make a booking",https://www.gumtree.com/p/swedish-massage-services/relaxing-massage-selby/1489889503
Massage,"Chelmsford, Essex",,Services,1489889912.0,"Hi

I provide massage with Many years of experience
Deep tissue
Relaxing
Sports massage in your area

Long opening hours

Call or text me

Note; is not sexual service!",https://www.gumtree.com/p/deep-tissue-massage-services/massage/1489889912
Full body Thai massage - Heathrow,London,,Services,1489889726.0,"Available in Heathrow

Massage - Helps you to relieve body and muscle aches and pains from a hard day at work.

============
Full Body Massage only £80 - 1 HR
extra £40
============

About Me:
I’m Thai, 29yo, qualified and experienced masseuse.

Quality oils, ambience and shower available.

For more info please contact me on my mobile

PLS Note: I am doing massage on the bed for better flexibility

Speak soon,
Andrea",https://www.gumtree.com/p/other-massage-services/full-body-thai-massage-heathrow-/1489889726
"Thai Massage Manchester City Centre, Chinatown",Manchester,,Services,1321577229.0,"Revitalise your senses in one of Manchester’s premium Authentic Thai massage centres, located in Chinatown Manchester.
Our warm and welcoming, fully trained staff will help you to relax and unwind, so that you leave feeling invigorated.

- We are just 5 Minutes walking distance from both Victoria and Piccadilly train stations.
- Parking nearby less than 2 minutes’ walk away.
- With 4 rooms and 5 masseuses working daily there is usually no need to book but please call and ask if you need a specific time.
- Shower facilities available.

ADDRESS:
93a Princess Street (2nd Floor)
Manchester, Lancashire M1 4HT

OPENING TIMES:
Open 7 days a week 10:00 AM to 9:00 PM
Late night
Open 7 days a week 9:00 PM to 1AM

TREATMENTS:
Individual treatments which can be suited to your schedule and personal requirements.

Traditional Thai
Thai Aromatherapy
Thai Foot
Swedish
Hot Stone
Aroma (Herbal) Oil
Deep Tissue

Prices:-
(Extend your stay with us for as long as you like)
30 mins - £30
1 Hour - £45
Deep Tissue £50 per Hour
Current special offer - Mondays all day £30 for 1 hour (Excludes Deep Tissue Massage)


PLEASE NOTE THIS IS NOT A SEXUAL SERVICE",https://www.gumtree.com/p/thai-massage-services/thai-massage-manchester-city-centre-chinatown/1321577229
"J&s plastering,joinery,builder","Newcastle, Tyne and Wear",,Services,1486945241.0,"J&S property maintenance has been in the trade for over 25 years me my sons and colleagues provide
PLASTERING
DAMP PROOFING
JOINERY
STUD WALLS
PARTITIONS
DOORS HUNG
SKIRTS / ARCHITRAVES FITTED
MOST BUILDING WORK COVERED
SMALL JOBS TO FULL REFURBS
OAP AND LANDLORD DISCOUNTS
send photos or videos of your job or i can visit the property and give you a quote.
Check out my work on social media J&s property maintenance NE ltd",https://www.gumtree.com/p/plastering-tiling-services/j-s-plastering-joinery-builder/1486945241
24/7✅FROM£20✅MAN AND VAN✅7.5 TONNE TRUCK HIRE WITH DRIVER✅REMOVALS✅RUBBISH CLEARNCE✅MOVING HOUSE,"Tunbridge Wells, Kent",,Services,1489891097.0,"WELCOME AND THANK YOU

G-7 REMOVALS AND TRANSPORT

0 7 8 8 3 3 0 1 6 4 5 ☎️ ( RICKY )

0 7 4 8 0 8 0 2 4 1 9 ☎ ( DAVE )

0 7 7 0 0 1 6 8 5 0 0 ☎ ( RAJ )

0 2 0 3 2 8 6 9 0 0 2 ☎️ ( JAY )

GET A FREE QUOTE WITH IN 60 SECONDS

PLEASE WHATSAPP A MOVING DETAILS

PICK UP - POSTCODE?
DROP OFF - POSTCODE?
LIST OF ITEMS?
MOVING DAY AND TIME?

0 7 8 8 3 3 0 1 6 4 5 ☎️ WHATS ‘ APP NUMBER

0 7 4 8 0 8 0 2 4 1 9 ☎️ WHATSAPP NUMBER


CHEAPEST MAN AND VAN

7.5 TONNE TRUCK LORRY HIRE WITH DRIVER

FULL HOUSE REMOVAL

LOW COST MOVERS

HOUSE OFFICE BUSINESS REMOVALS

EXTRA LARGE LUTON VAN

7.5 TONNE TRUCK HIRE WITH DRIVER

SHORT NOTICE REMOVALS AND TRANSPORT SERVICE

PLS NOTE; THIS IS OUR VANS, NOT ONE THAT HAS BEEN CHOSEN FROM A PHOTO LIBRARY

EXTRA HELPERS AVAILABLE ON REQUEST

🚚PROTECTING YOUR CARPETS, FLOORS AND RUGS DURING A MOVE

🚚FURNITURE PADDING, ALSO KNOWN AS MOVING BLANKETS, ARE THICK COVERING USED TO PROTECT LARGE AND FRAGILE ITEMS WHEN MOVING.

🚚MAN AND VAN SERVICES

🚚 NO HIDDEN CHARGES

🚚 MOVING VAN
MOVE ANYTHING ANYTIME ANYWHERE

🚚MULTIPLE DROPS

🚚HOUSE FLATS OFFICES WAREHOUSES REMOVALS

🚚SHORT NOTICE TRANSPORT SERVICES

🚚STORAGE FACILITY COLLECTION AND DELIVERY

🚚CARGO COLLECTIONS (no extra charges for waiting time)

🚚LAST MINUTE REMOVAL

🚚HOUSE CLEANING AFTER TENANCY END

🚚HANDYMEN SERVICE ANYTHING DISMANTLE AND ASSEMBLE

🚚SAME DAY DELIVERY

🚚RUBBISH HOUSE WASTE CLEARENCE

🚚LOADING UNLOADING SERVICES",https://www.gumtree.com/p/removal-services/24-7-from%C2%A320-man-and-van-7.5-tonne-truck-hire-with-driver-removals-rubbish-clearnce-moving-house/1489891097
SUNSHINE ELECTRICAL SERVICES LTD - LOCAL NICEIC REGISTERED -COMPETITIVE RATES -FREE QUOTES-,"Sherwood, Nottinghamshire",,Services,1066343507.0,"Sunshine Electrical Services Ltd offer Commercial and Domestic electrical services at excellent competitive rates.

I am a member of NICEIC (National Inspection Council for Electrical Installation Contracting) offering electrical services in :

INSTALLATION & MAINTENANCE

CCTV

24 HOUR CALL OUT

SECURITY ALARMS

TOTAL REWIRE SPECIALIST

TESTING AND INSPECTING

GENERAL HOUSEHOLD ELECTRICAL SERVICES

LANDLORD CERTIFICATES

I have over 16 years experience in the trade and pride myself on providing a high standard of work.

Please do not hesitate to give me a call to discuss your requirements.

No job is too small!",https://www.gumtree.com/p/electrical-services/sunshine-electrical-services-ltd-local-niceic-registered-competitive-rates-free-quotes-/1066343507
"Man and Van Removals Service & Rubbish collection, House Removals, Furniture Removals",London,,Services,1488666430.0,"House Move & Rubbish Collection
Please call, Message or Whatsup Me direct 07 8 54 300 300
100% feedback We will provide you fixed price or hourly rate Lowest priced, highest quality best service.
We will provide you cheapest quote in less than 5 minutes and offering you loading, unloading, packing, unpacking services. Please call Me Direct

We guarantee 100% stress free moving by offering a fully insured services, never letting our customers down and are available round the clock 7 days a week.

• Ebay Collections & Deliveries , Motor Bike Pick Up , House Removal , IKEA Pick Up ,
• Offices Removals
• Local and Long Distance.
• Store Pick Up
• Available at short notice 7 Days A Week.

- No hidden costs
- No booking fees
- No extra weekend, evening, or last minute booking",https://www.gumtree.com/p/removal-services/man-and-van-removals-service-rubbish-collection-house-removals-furniture-removals/1488666430
24/7✅FROM£20✅MAN AND VAN✅RUBBISH CLEARANCE✅7.5 TONNE TRUCK HIRE WITH DRIVER✅REMOVALS✅MOVING HOUSE,London,,Services,1489890870.0,"WELCOME AND THANK YOU

G-7 REMOVALS AND TRANSPORT

0 7 8 8 3 3 0 1 6 4 5 ☎️ ( RICKY )

0 7 4 8 0 8 0 2 4 1 9 ☎ ( DAVE )

0 7 7 0 0 1 6 8 5 0 0 ☎ ( RAJ )

0 2 0 3 2 8 6 9 0 0 2 ☎️ ( JAY )

GET A FREE QUOTE WITH IN 60 SECONDS

PLEASE WHATSAPP A MOVING DETAILS

PICK UP - POSTCODE?
DROP OFF - POSTCODE?
LIST OF ITEMS?
MOVING DAY AND TIME?

0 7 8 8 3 3 0 1 6 4 5 ☎️ WHATS ‘ APP NUMBER

0 7 4 8 0 8 0 2 4 1 9 ☎️ WHATSAPP NUMBER


CHEAPEST MAN AND VAN

7.5 TONNE TRUCK LORRY HIRE WITH DRIVER

FULL HOUSE REMOVAL

LOW COST MOVERS

HOUSE OFFICE BUSINESS REMOVALS

EXTRA LARGE LUTON VAN

7.5 TONNE TRUCK HIRE WITH DRIVER

SHORT NOTICE REMOVALS AND TRANSPORT SERVICE

PLS NOTE; THIS IS OUR VANS, NOT ONE THAT HAS BEEN CHOSEN FROM A PHOTO LIBRARY

EXTRA HELPERS AVAILABLE ON REQUEST

🚚PROTECTING YOUR CARPETS, FLOORS AND RUGS DURING A MOVE

🚚FURNITURE PADDING, ALSO KNOWN AS MOVING BLANKETS, ARE THICK COVERING USED TO PROTECT LARGE AND FRAGILE ITEMS WHEN MOVING.

🚚MAN AND VAN SERVICES

🚚 NO HIDDEN CHARGES

🚚 MOVING VAN
MOVE ANYTHING ANYTIME ANYWHERE

🚚MULTIPLE DROPS

🚚HOUSE FLATS OFFICES WAREHOUSES REMOVALS

🚚SHORT NOTICE TRANSPORT SERVICES

🚚STORAGE FACILITY COLLECTION AND DELIVERY

🚚CARGO COLLECTIONS (no extra charges for waiting time)

🚚LAST MINUTE REMOVAL

🚚HOUSE CLEANING AFTER TENANCY END

🚚HANDYMEN SERVICE ANYTHING DISMANTLE AND ASSEMBLE

🚚SAME DAY DELIVERY

🚚RUBBISH HOUSE WASTE CLEARENCE

🚚LOADING UNLOADING SERVICES",https://www.gumtree.com/p/removal-services/24-7-from%C2%A320-man-and-van-rubbish-clearance-7.5-tonne-truck-hire-with-driver-removals-moving-house/1489890870
